ser,1
haber,2
tener,3
poder,4
estar,5
hacer,6
decir,7
ir,8
dar,9
ver,10
deber,11
pasar,12
encontrar,13
querer,14
realizar,15
saber,16
llegar,17
seguir,18
llevar,19
contar,20
poner,21
dejar,22
conocer,23
permitir,24
quedar,25
presentar,26
utilizar,27
parecer,28
creer,29
tratar,30
ofrecer,31
tomar,32
incluir,33
hablar,34
buscar,35
trabajar,36
usar,37
llamar,38
volver,39
esperar,40
recibir,41
pensar,42
mantener,43
salir,44
vivir,45
unir,46
existir,47
crear,48
considerar,49
venir,50
necesitar,51
abrir,52
mostrar,53
comenzar,54
lograr,55
leer,56
conseguir,57
ayudar,58
perder,59
desarrollar,60
convertir,61
obtener,62
pedir,63
gustar,64
escribir,65
empezar,66
explicar,67
recordar,68
cambiar,69
producir,70
destacar,71
partir,72
publicar,73
establecer,74
generar,75
suponer,76
ganar,77
asegurar,78
sentir,79
entender,80
terminar,81
cumplir,82
compartir,83
pesar,84
indicar,85
comprar,86
señalar,87
decidir,88
evitar,89
jugar,90
formar,91
participar,92
resultar,93
aparecer,94
entrar,95
mejorar,96
reconocer,97
elegir,98
acabar,99
disfrutar,100
aplicar,101
servir,102
intentar,103
dirigir,104
disponer,105
determinar,106
pagar,107
continuar,108
relacionar,109
afectar,110
aprender,111
ocurrir,112
informar,113
alcanzar,114
acercar,115
requerir,116
reducir,117
preparar,118
enviar,119
construir,120
representar,121
dedicar,122
cerrar,123
iniciar,124
aumentar,125
desear,126
sacar,127
añadir,128
funcionar,129
mirar,130
privar,131
celebrar,132
referir,133
basar,134
acompañar,135
organizar,136
escuchar,137
descubrir,138
demostrar,139
solicitar,140
caer,141
morir,142
preguntar,143
nacer,144
ubicar,145
sufrir,146
soler,147
vender,148
responder,149
afirmar,150
recomendar,151
visitar,152
proponer,153
adecuar,154
mencionar,155
marcar,156
registrar,157
entregar,158
definir,159
sumar,160
subir,161
avanzar,162
observar,163
comentar,164
significar,165
analizar,166
expresar,167
tocar,168
integrar,169
crecer,170
contener,171
interesar,172
colocar,173
anunciar,174
estudiar,175
aportar,176
superar,177
agregar,178
apoyar,179
garantizar,180
sentar,181
ocupar,182
depender,183
identificar,184
comer,185
aprovechar,186
proteger,187
plantear,188
proporcionar,189
situar,190
traer,191
lanzar,192
aceptar,193
suceder,194
provocar,195
adquirir,196
cubrir,197
diseñar,198
resolver,199
probar,200
enfrentar,201
olvidar,202
confirmar,203
instalar,204
recuperar,205
aprobar,206
declarar,207
actuar,208
incorporar,209
controlar,210
atender,211
faltar,212
obligar,213
limitar,214
constituir,215
corresponder,216
adaptar,217
eliminar,218
pretender,219
brindar,220
exponer,221
prever,222
encantar,223
correr,224
conectar,225
comprender,226
sostener,227
acceder,228
mover,229
facilitar,230
reunir,231
seleccionar,232
defender,233
bajar,234
viajar,235
implicar,236
recoger,237
surgir,238
causar,239
elaborar,240
poseer,241
invitar,242
elevar,243
exigir,244
consultar,245
detener,246
asociar,247
manifestar,248
cuidar,249
valer,250
describir,251
apuntar,252
promover,253
encargar,254
importar,255
asumir,256
meter,257
costar,258
levantar,259
echar,260
agradecer,261
imponer,262
armar,263
componer,264
repetir,265
romper,266
citar,267
centrar,268
guardar,269
destinar,270
firmar,271
especializar,272
enseñar,273
otorgar,274
preferir,275
concluir,276
asistir,277
denominar,278
separar,279
contribuir,280
conducir,281
combinar,282
quitar,283
preocupar,284
finalizar,285
comunicar,286
impulsar,287
abandonar,288
imaginar,289
modificar,290
ingresar,291
caber,292
animar,293
emitir,294
regresar,295
extender,296
acudir,297
consistir,298
andar,299
emplear,300
completar,301
prestar,302
introducir,303
permanecer,304
valorar,305
merecer,306
revelar,307
cobrar,308
variar,309
revisar,310
notar,311
evaluar,312
conformar,313
divertir,314
estimar,315
pertenecer,316
negar,317
desaparecer,318
actualizar,319
sorprender,320
complicar,321
trasladar,322
fijar,323
comprobar,324
retirar,325
ampliar,326
ordenar,327
recorrer,328
denunciar,329
ejecutar,330
impedir,331
medir,332
amar,333
operar,334
ejercer,335
detectar,336
transformar,337
matar,338
interpretar,339
practicar,340
vincular,341
transmitir,342
adoptar,343
invertir,344
fabricar,345
reflejar,346
mandar,347
abordar,348
dormir,349
vestir,350
experimentar,351
luchar,352
cargar,353
contratar,354
comparar,355
proceder,356
comprometer,357
cortar,358
manejar,359
descargar,360
detallar,361
conservar,362
desconocer,363
respetar,364
ajustar,365
investigar,366
derivar,367
advertir,368
personalizar,369
gestionar,370
incrementar,371
rodear,372
contemplar,373
disminuir,374
cruzar,375
tirar,376
dividir,377
coincidir,378
someter,379
caracterizar,380
parar,381
implementar,382
aclarar,383
salvar,384
grabar,385
consumir,386
caminar,387
votar,388
efectuar,389
fallecer,390
hallar,391
colaborar,392
acordar,393
admitir,394
rechazar,395
orientar,396
montar,397
convocar,398
sugerir,399
dudar,400
durar,401
involucrar,402
llenar,403
cometer,404
pintar,405
oír,406
acusar,407
nombrar,408
sonar,409
alejar,410
cantar,411
satisfacer,412
favorecer,413
optar,414
beneficiar,415
casar,416
apreciar,417
reservar,418
acumular,419
atacar,420
confiar,421
autorizar,422
convencer,423
reclamar,424
regular,425
inspirar,426
escoger,427
reforzar,428
lucir,429
adelantar,430
fundar,431
coger,432
distribuir,433
saltar,434
intervenir,435
enfocar,436
fortalecer,437
liberar,438
vencer,439
destruir,440
calificar,441
justificar,442
percibir,443
parir,444
clasificar,445
devolver,446
resaltar,447
apostar,448
concentrar,449
activar,450
mezclar,451
precisar,452
criticar,453
prohibir,454
insistir,455
contactar,456
calcular,457
reportar,458
traducir,459
renovar,460
ahorrar,461
liderar,462
robar,463
disputar,464
limpiar,465
editar,466
titular,467
resumir,468
asignar,469
despertar,470
escapar,471
conceder,472
pegar,473
sustituir,474
atraer,475
tender,476
esconder,477
circular,478
solucionar,479
beber,480
estrenar,481
prometer,482
fomentar,483
arrancar,484
localizar,485
tardar,486
atravesar,487
distinguir,488
oponer,489
alimentar,490
constar,491
explorar,492
prevenir,493
discutir,494
verificar,495
consolidar,496
figurar,497
gastar,498
condenar,499
contestar,500
dominar,501
bastar,502
inscribir,503
recurrir,504
programar,505
regalar,506
imprimir,507
competir,508
suspender,509
acoger,510
soportar,511
configurar,512
desempeñar,513
administrar,514
diferenciar,515
guiar,516
impartir,517
articular,518
desplazar,519
difundir,520
financiar,521
certificar,522
volar,523
coordinar,524
entrenar,525
acostumbrar,526
dictar,527
influir,528
repartir,529
proyectar,530
cuestionar,531
rendir,532
asesinar,533
disparar,534
afrontar,535
habilitar,536
perseguir,537
encabezar,538
mediar,539
motivar,540
soñar,541
inaugurar,542
combatir,543
aislar,544
equivocar,545
enterar,546
padecer,547
equipar,548
demandar,549
poblar,550
provenir,551
designar,552
dañar,553
anotar,554
formular,555
extraer,556
amenazar,557
convenir,558
dotar,559
protagonizar,560
opinar,561
corregir,562
acelerar,563
golpear,564
ceder,565
gobernar,566
cocinar,567
temer,568
sobrevivir,569
despedir,570
subrayar,571
dorar,572
encender,573
almacenar,574
especificar,575
descartar,576
acreditar,577
colgar,578
ascender,579
juntar,580
potenciar,581
lavar,582
pronunciar,583
capturar,584
atrever,585
quemar,586
habitar,587
llorar,588
planear,589
reemplazar,590
emprender,591
juzgar,592
descansar,593
apropiar,594
abarcar,595
transportar,596
ligar,597
reproducir,598
decorar,599
optimizar,600
atribuir,601
reflexionar,602
reiterar,603
carecer,604
derrotar,605
huir,606
ocultar,607
resistir,608
aconsejar,609
relajar,610
girar,611
remitir,612
albergar,613
complementar,614
bloquear,615
bailar,616
renunciar,617
cansar,618
prolongar,619
proveer,620
fallar,621
forzar,622
enamorar,623
gozar,624
cancelar,625
morar,626
ultimar,627
evolucionar,628
explotar,629
anticipar,630
dibujar,631
confundir,632
procesar,633
planificar,634
concretar,635
ocasionar,636
marchar,637
captar,638
rescatar,639
frenar,640
avisar,641
cultivar,642
arreglar,643
ignorar,644
jamar,645
retomar,646
excluir,647
negociar,648
evidenciar,649
presionar,650
aproximar,651
estimular,652
atrapar,653
conllevar,654
arrojar,655
molestar,656
confesar,657
suscribir,658
apagar,659
borrar,660
profundizar,661
presidir,662
concebir,663
desplegar,664
inventar,665
alterar,666
educar,667
argumentar,668
relatar,669
posicionar,670
residir,671
reparar,672
herir,673
pasear,674
alojar,675
examinar,676
gritar,677
narrar,678
depositar,679
iluminar,680
procurar,681
respaldar,682
pelear,683
transcurrir,684
originar,685
alegrar,686
ilustrar,687
navegar,688
rodar,689
acertar,690
regir,691
acondicionar,692
envolver,693
lamentar,694
portar,695
agotar,696
reaccionar,697
equilibrar,698
fluir,699
reír,700
aguantar,701
exhibir,702
timar,703
capacitar,704
arrastrar,705
engañar,706
premiar,707
expandir,708
curar,709
culminar,710
cursar,711
impactar,712
conquistar,713
moderar,714
radicar,715
felicitar,716
cesar,717
respirar,718
pulsar,719
diagnosticar,720
comercializar,721
soltar,722
aspirar,723
copiar,724
entretener,725
donar,726
descender,727
salar,728
vengar,729
rodrigar,730
expulsar,731
absorber,732
alquilar,733
debatir,734
calentar,735
suministrar,736
encerrar,737
admirar,738
transitar,739
violar,740
entrevistar,741
perdonar,742
enriquecer,743
paginar,744
desprender,745
generalizar,746
apartar,747
multiplicar,748
imputar,749
